Town,Type,Year,Date,Value
Ansonia,UN,2010,12/1/2010,1131
Ansonia,UN,2011,1/1/2011,1212
Ansonia,UN,2011,2/1/2011,1180
Ansonia,UN,2011,3/1/2011,1126
Ansonia,UN,2011,4/1/2011,1075
Ansonia,UN,2011,5/1/2011,1062
Ansonia,UN,2011,6/1/2011,1121
Ansonia,UN,2011,7/1/2011,1120
Ansonia,UN,2011,8/1/2011,1099
Ansonia,UN,2011,9/1/2011,1051
Ansonia,UN,2011,10/1/2011,1001
Ansonia,UN,2011,11/1/2011,917
Ansonia,UN,2011,12/1/2011,932
Ansonia,UN,2012,1/1/2012,1034
Ansonia,UN,2012,2/1/2012,1053
Ansonia,UN,2012,3/1/2012,1017
Ansonia,UN,2012,4/1/2012,1051
Ansonia,UN,2012,5/1/2012,1059
Ansonia,UN,2012,6/1/2012,1158
Ansonia,UN,2012,7/1/2012,1156
Ansonia,UN,2012,8/1/2012,1117
Ansonia,UN,2012,9/1/2012,1005
Ansonia,UN,2012,10/1/2012,976
Ansonia,UN,2012,11/1/2012,912
Ansonia,UN,2012,12/1/2012,896
Ansonia,UN,2013,1/1/2013,1026
Ansonia,UN,2013,2/1/2013,1015
Ansonia,UN,2013,3/1/2013,936
Ansonia,RT,2005,1/1/2005,6.7
Ansonia,RT,2005,2/1/2005,6.8
Ansonia,RT,2005,3/1/2005,6
Ansonia,RT,2005,4/1/2005,5.5
Ansonia,RT,2005,5/1/2005,6.1
Ansonia,RT,2005,6/1/2005,6.9
Ansonia,RT,2005,7/1/2005,6.5
Ansonia,RT,2005,8/1/2005,6.3
Ansonia,RT,2005,9/1/2005,6
Ansonia,RT,2005,10/1/2005,5.5
Ansonia,RT,2005,11/1/2005,5.5
Ansonia,RT,2005,12/1/2005,5.2
Ansonia,RT,2006,1/1/2006,6.6
Ansonia,RT,2006,2/1/2006,6.2
Ansonia,RT,2006,3/1/2006,5.3
Ansonia,RT,2006,4/1/2006,4.8
Ansonia,RT,2006,5/1/2006,5.3
Ansonia,RT,2006,6/1/2006,5.4
Ansonia,RT,2006,7/1/2006,5.9
Ansonia,RT,2006,8/1/2006,5.9
Ansonia,RT,2006,9/1/2006,5.4
Ansonia,RT,2006,10/1/2006,4.6
Ansonia,RT,2006,11/1/2006,4.8
Ansonia,RT,2006,12/1/2006,4.5
Ansonia,RT,2007,1/1/2007,5.8
Ansonia,RT,2007,2/1/2007,5.7
Ansonia,RT,2007,3/1/2007,5.1
Ansonia,RT,2007,4/1/2007,5
Ansonia,RT,2007,5/1/2007,5.2
Ansonia,RT,2007,6/1/2007,5.9
Ansonia,RT,2007,7/1/2007,6.4
Ansonia,RT,2007,8/1/2007,6.1
Ansonia,RT,2007,9/1/2007,6
Ansonia,RT,2007,10/1/2007,5.2
Ansonia,RT,2007,11/1/2007,5.5
Ansonia,RT,2007,12/1/2007,5.6
Ansonia,RT,2008,1/1/2008,6.9
Ansonia,RT,2008,2/1/2008,6.6
Ansonia,RT,2008,3/1/2008,6.3
Ansonia,RT,2008,4/1/2008,6
Ansonia,RT,2008,5/1/2008,6.4
Ansonia,RT,2008,6/1/2008,7.1
Ansonia,RT,2008,7/1/2008,7.2
Ansonia,RT,2008,8/1/2008,7.3
Ansonia,RT,2008,9/1/2008,7.3
Ansonia,RT,2008,10/1/2008,7.4
Ansonia,RT,2008,11/1/2008,7.5
Ansonia,RT,2008,12/1/2008,7.6
Ansonia,RT,2009,1/1/2009,9.4
Ansonia,RT,2009,2/1/2009,9.9
Ansonia,RT,2009,3/1/2009,10
Ansonia,RT,2009,4/1/2009,9.6
Ansonia,RT,2009,5/1/2009,9.8
Ansonia,RT,2009,6/1/2009,10.2
Ansonia,RT,2009,7/1/2009,10.1
Ansonia,RT,2009,8/1/2009,10.1
Ansonia,RT,2009,9/1/2009,10.1
Ansonia,RT,2009,10/1/2009,9.8
Ansonia,RT,2009,11/1/2009,9.5
Ansonia,RT,2009,12/1/2009,9.8
Ansonia,RT,2010,1/1/2010,10.6
Ansonia,RT,2010,2/1/2010,10.9
Ansonia,RT,2010,3/1/2010,10.5
Ansonia,RT,2010,4/1/2010,10.1
Ansonia,RT,2010,5/1/2010,10.6
Ansonia,RT,2010,6/1/2010,11.4
Ansonia,RT,2010,7/1/2010,11.6
Ansonia,RT,2010,8/1/2010,11.6
Ansonia,RT,2010,9/1/2010,11.3
Ansonia,RT,2010,10/1/2010,11.1
Ansonia,RT,2010,11/1/2010,11.3
Ansonia,RT,2010,12/1/2010,10.8
Ansonia,RT,2011,1/1/2011,11.6
Ansonia,RT,2011,2/1/2011,11.3
Ansonia,RT,2011,3/1/2011,10.8
Ansonia,RT,2011,4/1/2011,10.3
Ansonia,RT,2011,5/1/2011,10.1
Ansonia,RT,2011,6/1/2011,10.5
Ansonia,RT,2011,7/1/2011,10.4
Ansonia,RT,2011,8/1/2011,10.3
Ansonia,RT,2011,9/1/2011,10.1
Ansonia,RT,2011,10/1/2011,9.6
Ansonia,RT,2011,11/1/2011,8.8
Ansonia,RT,2011,12/1/2011,9
Ansonia,RT,2012,1/1/2012,10.2
Ansonia,RT,2012,2/1/2012,10.4
Ansonia,RT,2012,3/1/2012,10
Ansonia,RT,2012,4/1/2012,10.2
Ansonia,RT,2012,5/1/2012,10.2
Ansonia,RT,2012,6/1/2012,11
Ansonia,RT,2012,7/1/2012,10.9
Ansonia,RT,2012,8/1/2012,10.7
Ansonia,RT,2012,9/1/2012,9.9
Ansonia,RT,2012,10/1/2012,9.6
Ansonia,RT,2012,11/1/2012,9
Ansonia,RT,2012,12/1/2012,8.9
Ansonia,RT,2013,1/1/2013,10.2
Ansonia,RT,2013,2/1/2013,10.2
Ansonia,RT,2013,3/1/2013,9.4
Ashford,LF,2005,1/1/2005,2494
Ashford,LF,2005,2/1/2005,2505
Ashford,LF,2005,3/1/2005,2505
Ashford,LF,2005,4/1/2005,2512
Ashford,LF,2005,5/1/2005,2525
Ashford,LF,2005,6/1/2005,2563
Ashford,LF,2005,7/1/2005,2573
Ashford,LF,2005,8/1/2005,2551
Ashford,LF,2005,9/1/2005,2513
Ashford,LF,2005,10/1/2005,2538
Ashford,LF,2005,11/1/2005,2538
Ashford,LF,2005,12/1/2005,2517
Ashford,LF,2006,1/1/2006,2537
Ashford,LF,2006,2/1/2006,2540
Ashford,LF,2006,3/1/2006,2541
Ashford,LF,2006,4/1/2006,2535
Ashford,LF,2006,5/1/2006,2550
Ashford,LF,2006,6/1/2006,2589
Ashford,LF,2006,7/1/2006,2637
Ashford,LF,2006,8/1/2006,2620
Ashford,LF,2006,9/1/2006,2585
Ashford,LF,2006,10/1/2006,2614
Ashford,LF,2006,11/1/2006,2611
Ashford,LF,2006,12/1/2006,2592
Ashford,LF,2007,1/1/2007,2593
Ashford,LF,2007,2/1/2007,2601
Ashford,LF,2007,3/1/2007,2610
Ashford,LF,2007,4/1/2007,2600
Ashford,LF,2007,5/1/2007,2605
Ashford,LF,2007,6/1/2007,2650
Ashford,LF,2007,7/1/2007,2658
Ashford,LF,2007,8/1/2007,2628
Ashford,LF,2007,9/1/2007,2605
Ashford,LF,2007,10/1/2007,2626
Ashford,LF,2007,11/1/2007,2636
Ashford,LF,2007,12/1/2007,2606
Ashford,LF,2008,1/1/2008,2638
Ashford,LF,2008,2/1/2008,2631
Ashford,LF,2008,3/1/2008,2654
Ashford,LF,2008,4/1/2008,2643
Ashford,LF,2008,5/1/2008,2655
Ashford,LF,2008,6/1/2008,2691
Ashford,LF,2008,7/1/2008,2706
Ashford,LF,2008,8/1/2008,2684
Ashford,LF,2008,9/1/2008,2645
Ashford,LF,2008,10/1/2008,2679
Ashford,LF,2008,11/1/2008,2658
Ashford,LF,2008,12/1/2008,2644
Ashford,LF,2009,1/1/2009,2641
Ashford,LF,2009,2/1/2009,2653
Ashford,LF,2009,3/1/2009,2668
Ashford,LF,2009,4/1/2009,2663
Ashford,LF,2009,5/1/2009,2672
Ashford,LF,2009,6/1/2009,2699
Ashford,LF,2009,7/1/2009,2728
Ashford,LF,2009,8/1/2009,2693
Ashford,LF,2009,9/1/2009,2662
Ashford,LF,2009,10/1/2009,2673
Ashford,LF,2009,11/1/2009,2649
Ashford,LF,2009,12/1/2009,2626
Ashford,LF,2010,1/1/2010,2559
Ashford,LF,2010,2/1/2010,2568
Ashford,LF,2010,3/1/2010,2597
Ashford,LF,2010,4/1/2010,2590
Ashford,LF,2010,5/1/2010,2565
Ashford,LF,2010,6/1/2010,2610
Ashford,LF,2010,7/1/2010,2617
Ashford,LF,2010,8/1/2010,2598
Ashford,LF,2010,9/1/2010,2587
Ashford,LF,2010,10/1/2010,2607
Ashford,LF,2010,11/1/2010,2622
Ashford,LF,2010,12/1/2010,2592
Ashford,LF,2011,1/1/2011,2605
Ashford,LF,2011,2/1/2011,2609
Ashford,LF,2011,3/1/2011,2641
Ashford,LF,2011,4/1/2011,2594
Ashford,LF,2011,5/1/2011,2584
Ashford,LF,2011,6/1/2011,2624
Ashford,LF,2011,7/1/2011,2609
Ashford,LF,2011,8/1/2011,2600
Ashford,LF,2011,9/1/2011,2574
Ashford,LF,2011,10/1/2011,2620
Ashford,LF,2011,11/1/2011,2625
Ashford,LF,2011,12/1/2011,2617
Ashford,LF,2012,1/1/2012,2535
Ashford,LF,2012,2/1/2012,2560
Ashford,LF,2012,3/1/2012,2566
Ashford,LF,2012,4/1/2012,2531
Ashford,LF,2012,5/1/2012,2558
Ashford,LF,2012,6/1/2012,2601
Ashford,LF,2012,7/1/2012,2589
Ashford,LF,2012,8/1/2012,2549
Ashford,LF,2012,9/1/2012,2531
Ashford,LF,2012,10/1/2012,2558
Ashford,LF,2012,11/1/2012,2548
Ashford,LF,2012,12/1/2012,2522
Ashford,LF,2013,1/1/2013,2541
Ashford,LF,2013,2/1/2013,2505
Ashford,LF,2013,3/1/2013,2520
Ashford,EMP,2005,1/1/2005,2381
Ashford,EMP,2005,2/1/2005,2381
Ashford,EMP,2005,3/1/2005,2400
Ashford,EMP,2005,4/1/2005,2416
Ashford,EMP,2005,5/1/2005,2424
Ashford,EMP,2005,6/1/2005,2442
Ashford,EMP,2005,7/1/2005,2461
Ashford,EMP,2005,8/1/2005,2457
Ashford,EMP,2005,9/1/2005,2431
Ashford,EMP,2005,10/1/2005,2460
Ashford,EMP,2005,11/1/2005,2453
Ashford,EMP,2005,12/1/2005,2442
Ashford,EMP,2006,1/1/2006,2430
Ashford,EMP,2006,2/1/2006,2432
Ashford,EMP,2006,3/1/2006,2449
Ashford,EMP,2006,4/1/2006,2460
Ashford,EMP,2006,5/1/2006,2469
Ashford,EMP,2006,6/1/2006,2490
Ashford,EMP,2006,7/1/2006,2516
Ashford,EMP,2006,8/1/2006,2511
Ashford,EMP,2006,9/1/2006,2485
Ashford,EMP,2006,10/1/2006,2521
Ashford,EMP,2006,11/1/2006,2515
Ashford,EMP,2006,12/1/2006,2500
Ashford,EMP,2007,1/1/2007,2481
Ashford,EMP,2007,2/1/2007,2483
Ashford,EMP,2007,3/1/2007,2506
Ashford,EMP,2007,4/1/2007,2505
Ashford,EMP,2007,5/1/2007,2510
Ashford,EMP,2007,6/1/2007,2533
Ashford,EMP,2007,7/1/2007,2546
Ashford,EMP,2007,8/1/2007,2531
Ashford,EMP,2007,9/1/2007,2518
Ashford,EMP,2007,10/1/2007,2534
Ashford,EMP,2007,11/1/2007,2542
Ashford,EMP,2007,12/1/2007,2516
Ashford,EMP,2008,1/1/2008,2504
Ashford,EMP,2008,2/1/2008,2506
Ashford,EMP,2008,3/1/2008,2526
Ashford,EMP,2008,4/1/2008,2537
Ashford,EMP,2008,5/1/2008,2531
Ashford,EMP,2008,6/1/2008,2556
Ashford,EMP,2008,7/1/2008,2573
Ashford,EMP,2008,8/1/2008,2558
Ashford,EMP,2008,9/1/2008,2537
Ashford,EMP,2008,10/1/2008,2560
Ashford,EMP,2008,11/1/2008,2543
Ashford,EMP,2008,12/1/2008,2513
Ashford,EMP,2009,1/1/2009,2473
Ashford,EMP,2009,2/1/2009,2478
Ashford,EMP,2009,3/1/2009,2483
Ashford,EMP,2009,4/1/2009,2506
Ashford,EMP,2009,5/1/2009,2497
Ashford,EMP,2009,6/1/2009,2512
Ashford,EMP,2009,7/1/2009,2529
Ashford,EMP,2009,8/1/2009,2511
Ashford,EMP,2009,9/1/2009,2480
Ashford,EMP,2009,10/1/2009,2498
Ashford,EMP,2009,11/1/2009,2494
Ashford,EMP,2009,12/1/2009,2460
Ashford,EMP,2010,1/1/2010,2337
Ashford,EMP,2010,2/1/2010,2343
Ashford,EMP,2010,3/1/2010,2364
Ashford,EMP,2010,4/1/2010,2386
Ashford,EMP,2010,5/1/2010,2373
Ashford,EMP,2010,6/1/2010,2385
Ashford,EMP,2010,7/1/2010,2391
Ashford,EMP,2010,8/1/2010,2388
Ashford,EMP,2010,9/1/2010,2384
Ashford,EMP,2010,10/1/2010,2401
Ashford,EMP,2010,11/1/2010,2396
Ashford,EMP,2010,12/1/2010,2381
Ashford,EMP,2011,1/1/2011,2359
Ashford,EMP,2011,2/1/2011,2364
Ashford,EMP,2011,3/1/2011,2384
Ashford,EMP,2011,4/1/2011,2393
Ashford,EMP,2011,5/1/2011,2387
Ashford,EMP,2011,6/1/2011,2392
Ashford,EMP,2011,7/1/2011,2394
Ashford,EMP,2011,8/1/2011,2402
Ashford,EMP,2011,9/1/2011,2401
Ashford,EMP,2011,10/1/2011,2428
Ashford,EMP,2011,11/1/2011,2435
Ashford,EMP,2011,12/1/2011,2424
Ashford,EMP,2012,1/1/2012,2321
Ashford,EMP,2012,2/1/2012,2335
Ashford,EMP,2012,3/1/2012,2347
Ashford,EMP,2012,4/1/2012,2351
Ashford,EMP,2012,5/1/2012,2347
Ashford,EMP,2012,6/1/2012,2355
Ashford,EMP,2012,7/1/2012,2356
Ashford,EMP,2012,8/1/2012,2339
Ashford,EMP,2012,9/1/2012,2343
Ashford,EMP,2012,10/1/2012,2360
Ashford,EMP,2012,11/1/2012,2355
Ashford,EMP,2012,12/1/2012,2343
Ashford,EMP,2013,1/1/2013,2312
Ashford,EMP,2013,2/1/2013,2315
Ashford,EMP,2013,3/1/2013,2324
Ashford,UN,2005,1/1/2005,113
Ashford,UN,2005,2/1/2005,124
Ashford,UN,2005,3/1/2005,105
Ashford,UN,2005,4/1/2005,96
Ashford,UN,2005,5/1/2005,101
Ashford,UN,2005,6/1/2005,121
Ashford,UN,2005,7/1/2005,112
Ashford,UN,2005,8/1/2005,94
Ashford,UN,2005,9/1/2005,82
Ashford,UN,2005,10/1/2005,78
Ashford,UN,2005,11/1/2005,85
Ashford,UN,2005,12/1/2005,75
Ashford,UN,2006,1/1/2006,107
Ashford,UN,2006,2/1/2006,108
Ashford,UN,2006,3/1/2006,92
Ashford,UN,2006,4/1/2006,75
Ashford,UN,2006,5/1/2006,81
Ashford,UN,2006,6/1/2006,99
Ashford,UN,2006,7/1/2006,121
Ashford,UN,2006,8/1/2006,109
Ashford,UN,2006,9/1/2006,100
Ashford,UN,2006,10/1/2006,93
Ashford,UN,2006,11/1/2006,96
Ashford,UN,2006,12/1/2006,92
Ashford,UN,2007,1/1/2007,112
Ashford,UN,2007,2/1/2007,118
Ashford,UN,2007,3/1/2007,104
Ashford,UN,2007,4/1/2007,95
Ashford,UN,2007,5/1/2007,95
Ashford,UN,2007,6/1/2007,117
Ashford,UN,2007,7/1/2007,112
Ashford,UN,2007,8/1/2007,97
Ashford,UN,2007,9/1/2007,87
Ashford,UN,2007,10/1/2007,92
Ashford,UN,2007,11/1/2007,94
Ashford,UN,2007,12/1/2007,90
Ashford,UN,2008,1/1/2008,134
Ashford,UN,2008,2/1/2008,125
Ashford,UN,2008,3/1/2008,128
Ashford,UN,2008,4/1/2008,106
Ashford,UN,2008,5/1/2008,124
Ashford,UN,2008,6/1/2008,135
Ashford,UN,2008,7/1/2008,133
Ashford,UN,2008,8/1/2008,126
Ashford,UN,2008,9/1/2008,108
Ashford,UN,2008,10/1/2008,119
Ashford,UN,2008,11/1/2008,115
Ashford,UN,2008,12/1/2008,131
Ashford,UN,2009,1/1/2009,168
Ashford,UN,2009,2/1/2009,175
Ashford,UN,2009,3/1/2009,185
Ashford,UN,2009,4/1/2009,157
Ashford,UN,2009,5/1/2009,175
Ashford,UN,2009,6/1/2009,187
Ashford,UN,2009,7/1/2009,199
Ashford,UN,2009,8/1/2009,182
Ashford,UN,2009,9/1/2009,182
Ashford,UN,2009,10/1/2009,175
Ashford,UN,2009,11/1/2009,155
Ashford,UN,2009,12/1/2009,166
Ashford,UN,2010,1/1/2010,222
Ashford,UN,2010,2/1/2010,225
Ashford,UN,2010,3/1/2010,233
Ashford,UN,2010,4/1/2010,204
Ashford,UN,2010,5/1/2010,192
Ashford,UN,2010,6/1/2010,225
Ashford,UN,2010,7/1/2010,226
Ashford,UN,2010,8/1/2010,210
Ashford,UN,2010,9/1/2010,203
Ashford,UN,2010,10/1/2010,206
Ashford,UN,2010,11/1/2010,226
Ashford,UN,2010,12/1/2010,211
Ashford,UN,2011,1/1/2011,246
Ashford,UN,2011,2/1/2011,245
Ashford,UN,2011,3/1/2011,257
Ashford,UN,2011,4/1/2011,201
Ashford,UN,2011,5/1/2011,197
Ashford,UN,2011,6/1/2011,232
Ashford,UN,2011,7/1/2011,215
Ashford,UN,2011,8/1/2011,198
Ashford,UN,2011,9/1/2011,173
Ashford,UN,2011,10/1/2011,192
Ashford,UN,2011,11/1/2011,190
Ashford,UN,2011,12/1/2011,193
Ashford,UN,2012,1/1/2012,214
Ashford,UN,2012,2/1/2012,225
Ashford,UN,2012,3/1/2012,219
Ashford,UN,2012,4/1/2012,180
Ashford,UN,2012,5/1/2012,211
Ashford,UN,2012,6/1/2012,246
Ashford,UN,2012,7/1/2012,233
Ashford,UN,2012,8/1/2012,210
Ashford,UN,2012,9/1/2012,188
Ashford,UN,2012,10/1/2012,198
Ashford,UN,2012,11/1/2012,193
Ashford,UN,2012,12/1/2012,179
Ashford,UN,2013,1/1/2013,229
Ashford,UN,2013,2/1/2013,190
Ashford,UN,2013,3/1/2013,196
Ashford,RT,2005,1/1/2005,4.5
Ashford,RT,2005,2/1/2005,5
Ashford,RT,2005,3/1/2005,4.2
Ashford,RT,2005,4/1/2005,3.8
Ashford,RT,2005,5/1/2005,4
Ashford,RT,2005,6/1/2005,4.7
Ashford,RT,2005,7/1/2005,4.4
Ashford,RT,2005,8/1/2005,3.7
Ashford,RT,2005,9/1/2005,3.3
Ashford,RT,2005,10/1/2005,3.1
Ashford,RT,2005,11/1/2005,3.3
Ashford,RT,2005,12/1/2005,3
Ashford,RT,2006,1/1/2006,4.2
Ashford,RT,2006,2/1/2006,4.3
Ashford,RT,2006,3/1/2006,3.6
Ashford,RT,2006,4/1/2006,3
Ashford,RT,2006,5/1/2006,3.2
Ashford,RT,2006,6/1/2006,3.8
Ashford,RT,2006,7/1/2006,4.6
Ashford,RT,2006,8/1/2006,4.2
Ashford,RT,2006,9/1/2006,3.9
Ashford,RT,2006,10/1/2006,3.6
Ashford,RT,2006,11/1/2006,3.7
Ashford,RT,2006,12/1/2006,3.5
Ashford,RT,2007,1/1/2007,4.3
Ashford,RT,2007,2/1/2007,4.5
Ashford,RT,2007,3/1/2007,4
Ashford,RT,2007,4/1/2007,3.7
Ashford,RT,2007,5/1/2007,3.6
Ashford,RT,2007,6/1/2007,4.4
Ashford,RT,2007,7/1/2007,4.2
Ashford,RT,2007,8/1/2007,3.7
Ashford,RT,2007,9/1/2007,3.3
Ashford,RT,2007,10/1/2007,3.5
Ashford,RT,2007,11/1/2007,3.6
Ashford,RT,2007,12/1/2007,3.5
Ashford,RT,2008,1/1/2008,5.1
Ashford,RT,2008,2/1/2008,4.8
Ashford,RT,2008,3/1/2008,4.8
Ashford,RT,2008,4/1/2008,4
Ashford,RT,2008,5/1/2008,4.7
Ashford,RT,2008,6/1/2008,5
Ashford,RT,2008,7/1/2008,4.9
Ashford,RT,2008,8/1/2008,4.7
Ashford,RT,2008,9/1/2008,4.1
Ashford,RT,2008,10/1/2008,4.4
Ashford,RT,2008,11/1/2008,4.3
Ashford,RT,2008,12/1/2008,5
Ashford,RT,2009,1/1/2009,6.4
Ashford,RT,2009,2/1/2009,6.6
Ashford,RT,2009,3/1/2009,6.9
Ashford,RT,2009,4/1/2009,5.9
Ashford,RT,2009,5/1/2009,6.5
Ashford,RT,2009,6/1/2009,6.9
Ashford,RT,2009,7/1/2009,7.3
Ashford,RT,2009,8/1/2009,6.8
Ashford,RT,2009,9/1/2009,6.8
Ashford,RT,2009,10/1/2009,6.5
Ashford,RT,2009,11/1/2009,5.9
Ashford,RT,2009,12/1/2009,6.3
Ashford,RT,2010,1/1/2010,8.7
Ashford,RT,2010,2/1/2010,8.8
Ashford,RT,2010,3/1/2010,9
Ashford,RT,2010,4/1/2010,7.9
Ashford,RT,2010,5/1/2010,7.5
Ashford,RT,2010,6/1/2010,8.6
Ashford,RT,2010,7/1/2010,8.6
Ashford,RT,2010,8/1/2010,8.1
Ashford,RT,2010,9/1/2010,7.8
Ashford,RT,2010,10/1/2010,7.9
Ashford,RT,2010,11/1/2010,8.6
Ashford,RT,2010,12/1/2010,8.1
Ashford,RT,2011,1/1/2011,9.4
Ashford,RT,2011,2/1/2011,9.4
Ashford,RT,2011,3/1/2011,9.7
Ashford,RT,2011,4/1/2011,7.7
Ashford,RT,2011,5/1/2011,7.6
Ashford,RT,2011,6/1/2011,8.8
Ashford,RT,2011,7/1/2011,8.2
Ashford,RT,2011,8/1/2011,7.6
Ashford,RT,2011,9/1/2011,6.7
Ashford,RT,2011,10/1/2011,7.3
Ashford,RT,2011,11/1/2011,7.2
Ashford,RT,2011,12/1/2011,7.4
Ashford,RT,2012,1/1/2012,8.4
Ashford,RT,2012,2/1/2012,8.8
Ashford,RT,2012,3/1/2012,8.5
Ashford,RT,2012,4/1/2012,7.1
Ashford,RT,2012,5/1/2012,8.2
Ashford,RT,2012,6/1/2012,9.5
Ashford,RT,2012,7/1/2012,9
Ashford,RT,2012,8/1/2012,8.2
Ashford,RT,2012,9/1/2012,7.4
Ashford,RT,2012,10/1/2012,7.7
Ashford,RT,2012,11/1/2012,7.6
Ashford,RT,2012,12/1/2012,7.1
Ashford,RT,2013,1/1/2013,9
Ashford,RT,2013,2/1/2013,7.6
Ashford,RT,2013,3/1/2013,7.8
Avon,LF,2005,1/1/2005,8702
Avon,LF,2005,2/1/2005,8708
Avon,LF,2005,3/1/2005,8778
Avon,LF,2005,4/1/2005,8801
Avon,LF,2005,5/1/2005,8875
Avon,LF,2005,6/1/2005,8933
Avon,LF,2005,7/1/2005,8988
Avon,LF,2005,8/1/2005,8944
Avon,LF,2005,9/1/2005,8838
Avon,LF,2005,10/1/2005,8952
Avon,LF,2005,11/1/2005,8958
Avon,LF,2005,12/1/2005,8885
Avon,LF,2006,1/1/2006,8892
Avon,LF,2006,2/1/2006,8914
Avon,LF,2006,3/1/2006,8932
Avon,LF,2006,4/1/2006,8960
Avon,LF,2006,5/1/2006,9020
Avon,LF,2006,6/1/2006,9103
Avon,LF,2006,7/1/2006,9200
Avon,LF,2006,8/1/2006,9148
Avon,LF,2006,9/1/2006,9073
Avon,LF,2006,10/1/2006,9162
Avon,LF,2006,11/1/2006,9167
Avon,LF,2006,12/1/2006,9078
Avon,LF,2007,1/1/2007,9054
Avon,LF,2007,2/1/2007,9037
Avon,LF,2007,3/1/2007,9110
Avon,LF,2007,4/1/2007,9092
Avon,LF,2007,5/1/2007,9136
Avon,LF,2007,6/1/2007,9246
Avon,LF,2007,7/1/2007,9273
Avon,LF,2007,8/1/2007,9199
Avon,LF,2007,9/1/2007,9168
Avon,LF,2007,10/1/2007,9226
Avon,LF,2007,11/1/2007,9263
Avon,LF,2007,12/1/2007,9165
Avon,LF,2008,1/1/2008,9110
Avon,LF,2008,2/1/2008,9111
Avon,LF,2008,3/1/2008,9176
Avon,LF,2008,4/1/2008,9176
Avon,LF,2008,5/1/2008,9236
Avon,LF,2008,6/1/2008,9337
Avon,LF,2008,7/1/2008,9434
Avon,LF,2008,8/1/2008,9365
Avon,LF,2008,9/1/2008,9260
Avon,LF,2008,10/1/2008,9364
Avon,LF,2008,11/1/2008,9300
Avon,LF,2008,12/1/2008,9207
Avon,LF,2009,1/1/2009,9157
Avon,LF,2009,2/1/2009,9191
Avon,LF,2009,3/1/2009,9223
Avon,LF,2009,4/1/2009,9298
Avon,LF,2009,5/1/2009,9343
Avon,LF,2009,6/1/2009,9416
Avon,LF,2009,7/1/2009,9452
Avon,LF,2009,8/1/2009,9384
Avon,LF,2009,9/1/2009,9274
Avon,LF,2009,10/1/2009,9371
Avon,LF,2009,11/1/2009,9319
Avon,LF,2009,12/1/2009,9200
Avon,LF,2010,1/1/2010,9520
Avon,LF,2010,2/1/2010,9515
Avon,LF,2010,3/1/2010,9573
Avon,LF,2010,4/1/2010,9645
Avon,LF,2010,5/1/2010,9626
Avon,LF,2010,6/1/2010,9686
Avon,LF,2010,7/1/2010,9708
Avon,LF,2010,8/1/2010,9673
Avon,LF,2010,9/1/2010,9624
Avon,LF,2010,10/1/2010,9689
Avon,LF,2010,11/1/2010,9666
Avon,LF,2010,12/1/2010,9603
Avon,LF,2011,1/1/2011,9557
Avon,LF,2011,2/1/2011,9576
Avon,LF,2011,3/1/2011,9631
Avon,LF,2011,4/1/2011,9597
Avon,LF,2011,5/1/2011,9588
Avon,LF,2011,6/1/2011,9654
Avon,LF,2011,7/1/2011,9666
Avon,LF,2011,8/1/2011,9678
Avon,LF,2011,9/1/2011,9648
Avon,LF,2011,10/1/2011,9736
Avon,LF,2011,11/1/2011,9735
Avon,LF,2011,12/1/2011,9675
Avon,LF,2012,1/1/2012,9374
Avon,LF,2012,2/1/2012,9432
Avon,LF,2012,3/1/2012,9462
Avon,LF,2012,4/1/2012,9433
Avon,LF,2012,5/1/2012,9476
Avon,LF,2012,6/1/2012,9516
Avon,LF,2012,7/1/2012,9559
Avon,LF,2012,8/1/2012,9472
Avon,LF,2012,9/1/2012,9449
Avon,LF,2012,10/1/2012,9526
Avon,LF,2012,11/1/2012,9453
Avon,LF,2012,12/1/2012,9380
Avon,LF,2013,1/1/2013,9290
Avon,LF,2013,2/1/2013,9293
Avon,LF,2013,3/1/2013,9316
Avon,EMP,2005,1/1/2005,8418
Avon,EMP,2005,2/1/2005,8418
Avon,EMP,2005,3/1/2005,8485
Avon,EMP,2005,4/1/2005,8543
Avon,EMP,2005,5/1/2005,8571
Avon,EMP,2005,6/1/2005,8634
Avon,EMP,2005,7/1/2005,8700
Avon,EMP,2005,8/1/2005,8687
Avon,EMP,2005,9/1/2005,8595
Avon,EMP,2005,10/1/2005,8696
Avon,EMP,2005,11/1/2005,8674
Avon,EMP,2005,12/1/2005,8632
Avon,EMP,2006,1/1/2006,8603
Avon,EMP,2006,2/1/2006,8613
Avon,EMP,2006,3/1/2006,8672
Avon,EMP,2006,4/1/2006,8711
Avon,EMP,2006,5/1/2006,8744
Avon,EMP,2006,6/1/2006,8817
Avon,EMP,2006,7/1/2006,8909
Avon,EMP,2006,8/1/2006,8891
Avon,EMP,2006,9/1/2006,8801
Avon,EMP,2006,10/1/2006,8926
Avon,EMP,2006,11/1/2006,8906
Avon,EMP,2006,12/1/2006,8852
Avon,EMP,2007,1/1/2007,8761
Avon,EMP,2007,2/1/2007,8769
Avon,EMP,2007,3/1/2007,8850
Avon,EMP,2007,4/1/2007,8844
Avon,EMP,2007,5/1/2007,8862
Avon,EMP,2007,6/1/2007,8943
Avon,EMP,2007,7/1/2007,8989
Avon,EMP,2007,8/1/2007,8938
Avon,EMP,2007,9/1/2007,8891
Avon,EMP,2007,10/1/2007,8946
Avon,EMP,2007,11/1/2007,8977
